workerid,proliferate.condition,Word,content,exp,object,response,rt,slide_number_in_experiment,speakerGender,speakerName,utterance,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
1636,condition1,celebrate,Mary planted a tree,stim,,0.01,9920,16,M,Paul,Did Andrew celebrate that Mary planted a tree?,[],32,Yes,,4,1,Female,English,Chrome,Mac,900,1440,7.418716666666667,
1636,condition1,embarrass,Louis went swimming,stim,,0.01,6726,17,M,George,Is Shirley embarrassed that Louis went swimming?,[],32,Yes,,4,1,Female,English,Chrome,Mac,900,1440,7.418716666666667,
1636,condition1,fantasize,Charley spilled the wine,stim,,0.02,10528,18,F,Kimberly,Did Melissa fantasize that Charley spilled the wine?,[],32,Yes,,4,1,Female,English,Chrome,Mac,900,1440,7.418716666666667,
1636,condition1,love,Julian cleaned his room,stim,,0.03,6054,19,M,Kenneth,Did Cynthia love that Julian cleaned his room?,[],32,Yes,,4,1,Female,English,Chrome,Mac,900,1440,7.418716666666667,
1636,condition1,charm,Isabella ate a steak on Sunday,stim,,0,10174,20,M,William,Is Tim charmed that Isabella ate a steak on Sunday?,[],32,Yes,,4,1,Female,English,Chrome,Mac,900,1440,7.418716666666667,
1636,condition1,simulate,Sophia got a tattoo,stim,,0.01,7151,21,F,Susan,Did Justin simulate that Sophia got a tattoo?,[],32,Yes,,4,1,Female,English,Chrome,Mac,900,1440,7.418716666666667,
1636,condition1,,Zack is coming to the meeting tomorrow,control,,0.98,9163,22,M,Mark,Is Zack coming to the meeting tomorrow?,[],32,Yes,,4,1,Female,English,Chrome,Mac,900,1440,7.418716666666667,
1636,condition1,retract,Emily bought a car yesterday,stim,,0,14487,23,M,Matthew,Did Brian retract that Emily bought a car yesterday?,[],32,Yes,,4,1,Female,English,Chrome,Mac,900,1440,7.418716666666667,
1636,condition1,,Hendrick's car was expensive,control,,0.98,6297,24,F,Helen,Was Hendrick's car expensive?,[],32,Yes,,4,1,Female,English,Chrome,Mac,900,1440,7.418716666666667,
1636,condition1,distress,Emma studied on Saturday morning,stim,,0.01,7576,25,M,Richard,Is Francisco distressed that Emma studied on Saturday morning?,[],32,Yes,,4,1,Female,English,Chrome,Mac,900,1440,7.418716666666667,
1636,condition1,gossip,Mia drank 2 cocktails last night,stim,,0.28,13710,26,F,Dorothy,Did Eli gossip that Mia drank 2 cocktails last night?,[],32,Yes,,4,1,Female,English,Chrome,Mac,900,1440,7.418716666666667,
1636,condition1,,Todd played football in high school,control,,0.99,7053,27,F,Elizabeth,Did Todd play football in high school?,[],32,Yes,,4,1,Female,English,Chrome,Mac,900,1440,7.418716666666667,
1636,condition1,aggravate,Tony had a drink last night,stim,,0.01,7286,28,F,Margaret,Is Ruth aggravated that Tony had a drink last night?,[],32,Yes,,4,1,Female,English,Chrome,Mac,900,1440,7.418716666666667,
1636,condition1,write,Dylan argued with his parents,stim,,0.77,14502,29,M,James,Did Laura write that Dylan argued with his parents?,[],32,Yes,,4,1,Female,English,Chrome,Mac,900,1440,7.418716666666667,
1636,condition1,irritate,Valerie booked the venue,stim,,0.01,14395,30,M,Thomas,Is Noah irritated that Valerie booked the venue?,[],32,Yes,,4,1,Female,English,Chrome,Mac,900,1440,7.418716666666667,
1636,condition1,murmur,Connor fell from a tree,stim,,0.76,10891,31,F,Jennifer,Did Regina murmur that Connor fell from a tree?,[],32,Yes,,4,1,Female,English,Chrome,Mac,900,1440,7.418716666666667,
1636,condition1,trouble,Allen went to the museum,stim,,0.03,7433,32,F,Nancy,Is Amy troubled that Allen went to the museum?,[],32,Yes,,4,1,Female,English,Chrome,Mac,900,1440,7.418716666666667,
1636,condition1,thrill,Josie went on vacation to France,stim,,0.01,9509,33,M,Steven,Is Jerry thrilled that Josie went on vacation to France?,[],32,Yes,,4,1,Female,English,Chrome,Mac,900,1440,7.418716666666667,
1636,condition1,anticipate,Jason made a cake,stim,,0.01,7132,34,F,Lisa,Did Amanda anticipate that Jason made a cake?,[],32,Yes,,4,1,Female,English,Chrome,Mac,900,1440,7.418716666666667,
1636,condition1,envision,Fred missed the train,stim,,0.01,10906,35,F,Carol,Did Brenda envision that Fred missed the train?,[],32,Yes,,4,1,Female,English,Chrome,Mac,900,1440,7.418716666666667,
1640,condition1,,,,Elizabeth,Elizabeth,0,1,,,bot_check,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,,Madison had a baby,control,,1,13127,3,F,Karen,Did Madison have a baby?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,,Mary's aunt is sick,control,,0.97,9824,4,F,Betty,Is Mary's aunt sick?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,,Hendrick's car was expensive,control,,0.99,12196,5,M,Richard,Was Hendrick's car expensive?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,promise,Jon went out for dinner,stim,,0,23009,6,F,Linda,Is Brenda promised that Jon went out for dinner?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,testify,Audrey went to a party,stim,,0.04,16647,7,F,Ashley,Did Justin testify that Audrey went to a party?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,argue,Lucas bought new shoes,stim,,0,10156,8,F,Carol,Did Shirley argue that Lucas bought new shoes?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,thrill,Cole celebrated his friend's birthday,stim,,0,16885,9,M,Matthew,Is Kathleen thrilled that Cole celebrated his friend's birthday?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,weep,Zoe calculated the tip,stim,,0.04,7437,10,F,Michelle,Did Kevin weep that Zoe calculated the tip?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,,Todd played football in high school,control,,0.96,4718,11,F,Kimberly,Did Todd play football in high school?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,compute,Mary planted a tree,stim,,0.03,7460,12,M,Kenneth,Did Patrick compute that Mary planted a tree?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,pain,Olivia left her job,stim,,0.04,48172,13,F,Susan,Is Scott pained that Olivia left her job?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,resent,Owen shoveled snow last winter,stim,,0.06,7694,14,F,Margaret,Did Rebecca resent that Owen shoveled snow last winter?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,tweet,Sophia got a tattoo,stim,,0.03,6188,15,F,Sarah,Did Eli tweet that Sophia got a tattoo?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,disgust,Courtney woke up early yesterday,stim,,0,8999,16,F,Jennifer,Is Manuel disgusted that Courtney woke up early yesterday?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,cringe,Molly attended a conference last week,stim,,0.01,9913,17,M,David,Did Noah cringe that Molly attended a conference last week?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,amuse,Mia drank 2 cocktails last night,stim,,0.04,5231,18,F,Sandra,Is Colby amused that Mia drank 2 cocktails last night?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,feel,Josh learned to ride a bike yesterday,stim,,0.01,7272,19,M,Logan,Did Anna feel that Josh learned to ride a bike yesterday?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,expose,Allen went to the museum,stim,,0.01,8692,20,M,Mark,Did Nicole expose that Allen went to the museum?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,simulate,Connor fell from a tree,stim,,0.02,5306,21,M,Thomas,Did Amanda simulate that Connor fell from a tree?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,fantasize,Dylan argued with his parents,stim,,0.04,6276,22,M,Paul,Did Ruth fantasize that Dylan argued with his parents?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,squeal,Emily bought a car yesterday,stim,,0.03,4594,23,M,Steven,Did Alan squeal that Emily bought a car yesterday?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,murmur,Valerie booked the venue,stim,,0.16,13789,24,F,Helen,Did Jerry murmur that Valerie booked the venue?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,,Vanessa is good at math,control,,0.99,8117,25,M,Christopher,Is Vanessa good at math?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,surprise,Isabella ate a steak on Sunday,stim,,0.04,4752,26,F,Jessica,Is Bobby surprised that Isabella ate a steak on Sunday?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,write,Julian cleaned his room,stim,,0.14,12565,27,M,George,Did Regina write that Julian cleaned his room?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,joke,Emma studied on Saturday morning,stim,,0.02,11538,28,M,William,Did Ray joke that Emma studied on Saturday morning?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,,Zack is coming to the meeting tomorrow,control,,0.98,10259,29,F,Dorothy,Is Zack coming to the meeting tomorrow?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,trouble,Jackson ran 10 miles,stim,,0.02,5684,30,F,Lisa,Is Kaitlin troubled that Jackson ran 10 miles?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,embarrass,Grace visited her sister,stim,,0.01,6163,31,M,Robert,Is Brian embarrassed that Grace visited her sister?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,charm,Josie went on vacation to France,stim,,0.02,4832,32,F,Donna,Is Dennis charmed that Josie went on vacation to France?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,require,Natasha got a promotion,stim,,0.01,6468,33,F,Nancy,Did Andrew require that Natasha got a promotion?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,shock,Frank got a cat,stim,,0.02,4879,34,F,Elizabeth,Is Melissa shocked that Frank got a cat?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1640,condition1,whine,Hannah called her parents,stim,,0.02,7576,35,M,James,Did Tim whine that Hannah called her parents?,[],39,Yes,Nothing to add,3,1,Male,English,Chrome,Linux,846,412,6.975,
1609,condition1,,,,Barbara,Barbara,0,1,,,bot_check,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,,Hendrick's car was expensive,control,,0.94,9333,3,M,James,Was Hendrick's car expensive?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,enjoy,Jackson ran 10 miles,stim,,0.08,23058,4,M,Thomas,Did Rebecca enjoy that Jackson ran 10 miles?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,facinate,Hannah called her parents,stim,,0.04,15268,5,M,Logan,Is Noah fascinated that Hannah called her parents?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,murmur,Allen went to the museum,stim,,0.01,11454,6,F,Ashley,Did Cynthia murmur that Allen went to the museum?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,,Madison had a baby,control,,0.97,7313,7,F,Jessica,Did Madison have a baby?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,resent,Natasha got a promotion,stim,,0.04,11141,8,M,Matthew,Did Eli resent that Natasha got a promotion?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,excite,Emma studied on Saturday morning,stim,,0.02,5881,9,F,Jennifer,Is Scott excited that Emma studied on Saturday morning?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,envision,Josh learned to ride a bike yesterday,stim,,0,7186,10,F,Linda,Did Brenda envision that Josh learned to ride a bike yesterday?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,,Todd played football in high school,control,,0.97,8315,11,M,Paul,Did Todd play football in high school?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,ignore,Dylan argued with his parents,stim,,0.07,11299,12,F,Sarah,Did Amanda ignore that Dylan argued with his parents?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,elaborate,Molly attended a conference last week,stim,,0,14705,13,F,Kimberly,Did Justin elaborate that Molly attended a conference last week?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,surprise,Jason made a cake,stim,,0.02,4109,14,M,Steven,Is Heather surprised that Jason made a cake?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,aggravate,Julian cleaned his room,stim,,0.01,3323,15,F,Helen,Is Regina aggravated that Julian cleaned his room?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,think,Charley spilled the wine,stim,,0,28532,16,M,Kenneth,Did Ruth think that Charley spilled the wine?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,alarm,Fred missed the train,stim,,0.06,45478,17,M,David,Is Kathleen alarmed that Fred missed the train?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,gossip,Zoe calculated the tip,stim,,0.05,3964,18,M,Christopher,Did Patrick gossip that Zoe calculated the tip?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,,Zack is coming to the meeting tomorrow,control,,0.99,6420,19,F,Sandra,Is Zack coming to the meeting tomorrow?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,tweet,Courtney woke up early yesterday,stim,,0.11,4193,20,F,Margaret,Did Kevin tweet that Courtney woke up early yesterday?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,squeal,Jon went out for dinner,stim,,0.14,4112,21,M,George,Did Shirley squeal that Jon went out for dinner?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,verify,Valerie booked the venue,stim,,0.94,7942,22,F,Donna,Did Alan verify that Valerie booked the venue?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,irritate,Josie went on vacation to France,stim,,0.07,8778,23,M,Mark,Is Ray irritated that Josie went on vacation to France?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,trouble,Tony had a drink last night,stim,,0.02,156022,24,M,Robert,Is Amy troubled that Tony had a drink last night?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,,Vanessa is good at math,control,,0.95,40328,25,F,Elizabeth,Is Vanessa good at math?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,require,Olivia left her job,stim,,0.04,17277,26,F,Lisa,Did Francisco require that Olivia left her job?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,cringe,Emily bought a car yesterday,stim,,0.03,153240,27,F,Karen,Did Andrew cringe that Emily bought a car yesterday?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,offend,Lucas bought new shoes,stim,,0.05,5244,28,F,Betty,Is Stephanie offended that Lucas bought new shoes?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,testify,Owen shoveled snow last winter,stim,,0.05,298154,29,F,Susan,Did Kaitlin testify that Owen shoveled snow last winter?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,,Mary's aunt is sick,control,,0.92,122673,30,M,Richard,Is Mary's aunt sick?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,promise,Sophia got a tattoo,stim,,0.02,4981,31,F,Nancy,Is Manuel promised that Sophia got a tattoo?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,embarrass,Connor fell from a tree,stim,,0.01,33233,32,F,Dorothy,Is Catherine embarrassed that Connor fell from a tree?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,love,Isabella ate a steak on Sunday,stim,,0.07,118953,33,F,Carol,Did Ben love that Isabella ate a steak on Sunday?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,expose,Mia drank 2 cocktails last night,stim,,0.07,6074,34,F,Michelle,Did Bobby expose that Mia drank 2 cocktails last night?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1609,condition1,compute,Frank got a cat,stim,,0.03,17607,35,M,William,Did Anna compute that Frank got a cat?,[],31,Yes,,4,2,Male,English,Chrome,Linux,800,360,21.731833333333334,
1638,condition1,,,,Barbara,Barbara,0,1,,,bot_check,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,pray,Julian cleaned his room,stim,,0.18,10602,3,F,Betty,Did Kaitlin pray that Julian cleaned his room?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,shout,Mary planted a tree,stim,,0.55,11310,4,M,David,Did Ray shout that Mary planted a tree?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,,Madison had a baby,control,,1,4279,5,M,James,Did Madison have a baby?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,simulate,Audrey went to a party,stim,,0.09,6649,6,M,Matthew,Did Alan simulate that Audrey went to a party?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,,Zack is coming to the meeting tomorrow,control,,1,5590,7,F,Susan,Is Zack coming to the meeting tomorrow?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,joke,Louis went swimming,stim,,0.1,9538,8,F,Jessica,Did Amanda joke that Louis went swimming?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,fantasize,Fred missed the train,stim,,0.24,5825,9,M,Robert,Did Rebecca fantasize that Fred missed the train?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,bet,Mia drank 2 cocktails last night,stim,,0.24,9798,10,F,Jennifer,Did Manuel bet that Mia drank 2 cocktails last night?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,surprise,Grace visited her sister,stim,,0.37,8104,11,F,Michelle,Is Colby surprised that Grace visited her sister?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,feel,Emily bought a car yesterday,stim,,0.6,12286,12,M,George,Did Kevin feel that Emily bought a car yesterday?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,tweet,Molly attended a conference last week,stim,,0.44,9115,13,F,Dorothy,Did Dennis tweet that Molly attended a conference last week?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,amuse,Valerie booked the venue,stim,,0.29,9218,14,M,William,Is Scott amused that Valerie booked the venue?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,dictate,Courtney woke up early yesterday,stim,,0.55,6681,15,M,Richard,Did Eli dictate that Courtney woke up early yesterday?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,express,Frank got a cat,stim,,0.68,8573,16,F,Carol,Did Ruth express that Frank got a cat?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,thrill,Josie went on vacation to France,stim,,0.35,8685,17,F,Sarah,Is Patrick thrilled that Josie went on vacation to France?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,insult,Emma studied on Saturday morning,stim,,0.24,8650,18,F,Nancy,Is Brian insulted that Emma studied on Saturday morning?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,write,Emilia looked after the kids,stim,,0.56,9225,19,F,Sandra,Did Jerry write that Emilia looked after the kids?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,offend,Dylan argued with his parents,stim,,0.18,6682,20,F,Linda,Is Melissa offended that Dylan argued with his parents?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,irritate,Connor fell from a tree,stim,,0.11,6931,21,M,Mark,Is Sharon irritated that Connor fell from a tree?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,shock,Tony had a drink last night,stim,,0.25,6312,22,M,Logan,Is Brenda shocked that Tony had a drink last night?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,,Todd played football in high school,control,,1,4718,23,F,Donna,Did Todd play football in high school?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,distress,Natasha got a promotion,stim,,0.07,5399,24,M,Kenneth,Is Ben distressed that Natasha got a promotion?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,elaborate,Olivia left her job,stim,,0.38,8205,25,M,Paul,Did Bobby elaborate that Olivia left her job?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,,Hendrick's car was expensive,control,,1,2637,26,M,Steven,Was Hendrick's car expensive?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,cringe,Jayden rented a car,stim,,0.09,5102,27,F,Lisa,Did Anna cringe that Jayden rented a car?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,,Vanessa is good at math,control,,1,2960,28,F,Kimberly,Is Vanessa good at math?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,weep,Sophia got a tattoo,stim,,0.19,6092,29,F,Karen,Did Noah weep that Sophia got a tattoo?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,aggravate,Danielle painted her room,stim,,0.16,6255,30,F,Helen,Is Tim aggravated that Danielle painted her room?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,gossip,Charley spilled the wine,stim,,0.39,9390,31,M,Thomas,Did Catherine gossip that Charley spilled the wine?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,suppose,Cole celebrated his friend's birthday,stim,,0.43,10753,32,F,Ashley,Did Laura suppose that Cole celebrated his friend's birthday?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,,Mary's aunt is sick,control,,1,3744,33,M,Christopher,Is Mary's aunt sick?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,trouble,Jon went out for dinner,stim,,0.18,5934,34,F,Margaret,Is Amy troubled that Jon went out for dinner?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1638,condition1,testify,Owen shoveled snow last winter,stim,,0.57,5453,35,F,Elizabeth,Did Nicole testify that Owen shoveled snow last winter?,[],27,Yes,,4,2,Female,English,Chrome,Mac,1080,1920,4.8593166666666665,
1723,condition1,,,,Barbara,Barbara,0,1,,,bot_check,[],23,Yes,,2,2,Male,English,Chrome,Windows,1440,2560,3.77275,
1723,condition1,write,Hannah called her parents,stim,,0.04,8610,3,M,Paul,Did Andrew write that Hannah called her parents?,[],23,Yes,,2,2,Male,English,Chrome,Windows,1440,2560,3.77275,
1723,condition1,insult,Jon went out for dinner,stim,,0,7126,4,F,Betty,Is Heather insulted that Jon went out for dinner?,[],23,Yes,,2,2,Male,English,Chrome,Windows,1440,2560,3.77275,
1723,condition1,dictate,Fred missed the train,stim,,0.15,8476,5,F,Karen,Did Nicole dictate that Fred missed the train?,[],23,Yes,,2,2,Male,English,Chrome,Windows,1440,2560,3.77275,
1723,condition1,,Hendrick's car was expensive,control,,1,7964,6,F,Sarah,Was Hendrick's car expensive?,[],23,Yes,,2,2,Male,English,Chrome,Windows,1440,2560,3.77275,
1723,condition1,disgust,Connor fell from a tree,stim,,0,4036,7,F,Sandra,Is Catherine disgusted that Connor fell from a tree?,[],23,Yes,,2,2,Male,English,Chrome,Windows,1440,2560,3.77275,
1723,condition1,,Vanessa is good at math,control,,1,2476,8,F,Carol,Is Vanessa good at math?,[],23,Yes,,2,2,Male,English,Chrome,Windows,1440,2560,3.77275,
1723,condition1,,Madison had a baby,control,,1,2205,9,F,Donna,Did Madison have a baby?,[],23,Yes,,2,2,Male,English,Chrome,Windows,1440,2560,3.77275,
1723,condition1,expose,Mia drank 2 cocktails last night,stim,,0,5199,10,F,Elizabeth,Did Francisco expose that Mia drank 2 cocktails last night?,[],23,Yes,,2,2,Male,English,Chrome,Windows,1440,2560,3.77275,
1723,condition1,celebrate,Frank got a cat,stim,,0,3757,11,M,Mark,Did Stephanie celebrate that Frank got a cat?,[],23,Yes,,2,2,Male,English,Chrome,Windows,1440,2560,3.77275,
1723,condition1,enjoy,Josh learned to ride a bike yesterday,stim,,0,4502,12,F,Jessica,Did Amy enjoy that Josh learned to ride a bike yesterday?,[],23,Yes,,2,2,Male,English,Chrome,Windows,1440,2560,3.77275,
1723,condition1,pain,Dylan argued with his parents,stim,,0,7469,13,F,Helen,Is Rebecca pained that Dylan argued with his parents?,[],23,Yes,,2,2,Male,English,Chrome,Windows,1440,2560,3.77275,
1723,condition1,simulate,Owen shoveled snow last winter,stim,,0,7315,14,F,Margaret,Did Cynthia simulate that Owen shoveled snow last winter?,[],23,Yes,,2,2,Male,English,Chrome,Windows,1440,2560,3.77275,
1723,condition1,,Mary's aunt is sick,control,,1,2294,15,M,Robert,Is Mary's aunt sick?,[],23,Yes,,2,2,Male,English,Chrome,Windows,1440,2560,3.77275,
1723,condition1,argue,Tony had a drink last night,stim,,0.24,7268,16,M,Christopher,Did Sharon argue that Tony had a drink last night?,[],23,Yes,,2,2,Male,English,Chrome,Windows,1440,2560,3.77275,
1723,condition1,retract,Danielle painted her room,stim,,0.52,17632,17,M,Logan,Did Noah retract that Danielle painted her room?,[],23,Yes,,2,2,Male,English,Chrome,Windows,1440,2560,3.77275,
