workerid,proliferate.condition,Word,content,exp,object,response,rt,slide_number_in_experiment,speakerGender,speakerName,utterance,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
267,experiment,embarrass,Louis went swimming,stim,,yes,4203,10,F,Dorothy,Is Kathleen embarrassed that Louis went swimming?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,ignore,Tony had a drink last night,stim,,yes,7962,11,M,Thomas,Did Sharon ignore that Tony had a drink last night?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,excite,Audrey went to a party,stim,,yes,5552,12,F,Nancy,Is Tim excited that Audrey went to a party?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,,Madison had a baby,control,,no,2503,13,M,Paul,Did Madison have a baby?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,pray,Hannah called her parents,stim,,yes,5479,14,M,Logan,Did Justin pray that Hannah called her parents?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,squeal,Dylan argued with his parents,stim,,yes,2928,15,F,Sarah,Did Ruth squeal that Dylan argued with his parents?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,pain,Julian cleaned his room,stim,,yes,3688,16,F,Betty,Is Anna pained that Julian cleaned his room?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,,Hendrick's car was expensive,control,,no,3055,17,M,James,Was Hendrick's car expensive?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,bet,Charley spilled the wine,stim,,yes,4247,18,M,George,Did Laura bet that Charley spilled the wine?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,promise,Sophia got a tattoo,stim,,yes,5631,19,M,Richard,Did Colby promise that Sophia got a tattoo?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,charm,Lucas bought new shoes,stim,,yes,2543,20,M,David,Is Heather charmed that Lucas bought new shoes?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,tweet,Jackson ran 10 miles,stim,,yes,4096,21,F,Michelle,Did Brenda tweet that Jackson ran 10 miles?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,offend,Danielle painted her room,stim,,yes,4056,22,M,Mark,Is Alan offended that Danielle painted her room?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,simulate,Frank got a cat,stim,,yes,4479,23,F,Sandra,Did Amy simulate that Frank got a cat?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,facinate,Jon went out for dinner,stim,,yes,3960,24,F,Helen,Is Melissa fascinated that Jon went out for dinner?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,think,Mia drank 2 cocktails last night,stim,,no,5856,25,F,Susan,Did Noah think that Mia drank 2 cocktails last night?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,torture,Emilia looked after the kids,stim,,yes,6250,26,F,Carol,Is Eli tortured that Emilia looked after the kids?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,elaborate,Connor fell from a tree,stim,,yes,3872,27,M,William,Did Rebecca elaborate that Connor fell from a tree?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,thrill,Zoe calculated the tip,stim,,yes,5649,28,F,Jessica,Is Brian thrilled that Zoe calculated the tip?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,,Todd played football in high school,control,,no,2375,29,F,Elizabeth,Did Todd play football in high school?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,murmur,Jayden rented a car,stim,,yes,5360,30,M,Robert,Did Cynthia murmur that Jayden rented a car?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,,Zack is coming to the meeting tomorrow,control,,no,1408,31,F,Donna,Is Zack coming to the meeting tomorrow?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,anticipate,Fred missed the train,stim,,yes,4783,32,F,Lisa,Did Catherine anticipate that Fred missed the train?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,testify,Molly attended a conference last week,stim,,no,5017,33,F,Ashley,Did Francisco testify that Molly attended a conference last week?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,alarm,Cole celebrated his friend's birthday,stim,,yes,3766,34,F,Karen,Is Shirley alarmed that Cole celebrated his friend's birthday?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,fantasize,Mary planted a tree,stim,,no,6498,35,M,Matthew,Did Scott fantasize that Mary planted a tree?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,gossip,Courtney woke up early yesterday,stim,,yes,4823,36,M,Steven,Did Bobby gossip that Courtney woke up early yesterday?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,irritate,Danny ate the last cupcake,stim,,yes,2959,37,F,Margaret,Is Regina irritated that Danny ate the last cupcake?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,scream,Isabella ate a steak on Sunday,stim,,yes,4128,38,F,Jennifer,Did Dennis scream that Isabella ate a steak on Sunday?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,distress,Natasha got a promotion,stim,,yes,4623,39,F,Linda,Is Kevin distressed that Natasha got a promotion?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,,Mary's aunt is sick,control,,no,2222,40,F,Kimberly,Is Mary's aunt sick?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
267,experiment,dictate,Olivia left her job,stim,,yes,3663,41,M,Kenneth,Did Andrew dictate that Olivia left her job?,[],19,Yes,The more complicated sentences were very unnatural.,1,1,Male,English,Chrome,Windows,1080,1920,5.21705,
321,experiment,,,,,5e794f94cd742b5121734d4c,0,1,,,,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,,,,Susan,Susan,0,2,,,bot_check,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,testify,Isabella ate a steak on Sunday,stim,,yes,11166,9,F,Jessica,Did Eli testify that Isabella ate a steak on Sunday?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,elaborate,Danny ate the last cupcake,stim,,yes,3868,10,F,Kimberly,Did Amanda elaborate that Danny ate the last cupcake?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,scream,Cole celebrated his friend's birthday,stim,,yes,3561,11,M,Steven,Did Anna scream that Cole celebrated his friend's birthday?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,promise,Connor fell from a tree,stim,,no,9016,12,M,Logan,Did Sharon promise that Connor fell from a tree?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,think,Lucas bought new shoes,stim,,yes,4838,13,F,Sarah,Did Shirley think that Lucas bought new shoes?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,,Todd played football in high school,control,,no,2263,14,F,Susan,Did Todd play football in high school?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,argue,Mia drank 2 cocktails last night,stim,,yes,3889,15,M,James,Did Brian argue that Mia drank 2 cocktails last night?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,envision,Olivia left her job,stim,,yes,6719,16,M,Christopher,Did Ray envision that Olivia left her job?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,verify,Natasha got a promotion,stim,,no,5843,17,F,Karen,Did Colby verify that Natasha got a promotion?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,gossip,Josh learned to ride a bike yesterday,stim,,yes,4920,18,M,Robert,Did Kathleen gossip that Josh learned to ride a bike yesterday?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,joke,Frank got a cat,stim,,yes,3705,19,F,Betty,Did Rebecca joke that Frank got a cat?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,disgust,Owen shoveled snow last winter,stim,,yes,5489,20,F,Ashley,Is Regina disgusted that Owen shoveled snow last winter?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,love,Julian cleaned his room,stim,,yes,5030,21,F,Dorothy,Did Stephanie love that Julian cleaned his room?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,,Mary's aunt is sick,control,,no,1856,22,F,Michelle,Is Mary's aunt sick?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,,Vanessa is good at math,control,,no,3684,23,F,Donna,Is Vanessa good at math?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,offend,Jason made a cake,stim,,yes,4315,24,M,Thomas,Is Amy offended that Jason made a cake?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,,Madison had a baby,control,,no,1710,25,M,George,Did Madison have a baby?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,ignore,Jackson ran 10 miles,stim,,yes,5223,26,F,Linda,Did Nicole ignore that Jackson ran 10 miles?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,,Zack is coming to the meeting tomorrow,control,,no,2565,27,F,Lisa,Is Zack coming to the meeting tomorrow?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,facinate,Sophia got a tattoo,stim,,yes,3571,28,M,Matthew,Is Francisco fascinated that Sophia got a tattoo?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,retract,Charley spilled the wine,stim,,yes,6181,29,F,Jennifer,Did Ruth retract that Charley spilled the wine?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,alarm,Jon went out for dinner,stim,,yes,2534,30,F,Helen,Is Kaitlin alarmed that Jon went out for dinner?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,expose,Fred missed the train,stim,,yes,4142,31,F,Nancy,Did Catherine expose that Fred missed the train?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,distress,Jayden rented a car,stim,,yes,3004,32,M,Paul,Is Laura distressed that Jayden rented a car?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,,Hendrick's car was expensive,control,,no,1768,33,M,Richard,Was Hendrick's car expensive?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,compute,Dylan argued with his parents,stim,,yes,5356,34,F,Carol,Did Brenda compute that Dylan argued with his parents?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,embarrass,Emily bought a car yesterday,stim,,yes,3749,35,M,David,Is Jerry embarrassed that Emily bought a car yesterday?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,tweet,Danielle painted her room,stim,,yes,3137,36,F,Sandra,Did Scott tweet that Danielle painted her room?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,thrill,Emma studied on Saturday morning,stim,,yes,4863,37,M,Mark,Is Andrew thrilled that Emma studied on Saturday morning?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,express,Valerie booked the venue,stim,,yes,5746,38,F,Elizabeth,Did Dennis express that Valerie booked the venue?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,amuse,Molly attended a conference last week,stim,,yes,4491,39,M,Kenneth,Is Noah amused that Molly attended a conference last week?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,require,Courtney woke up early yesterday,stim,,yes,2637,40,F,Margaret,Did Justin require that Courtney woke up early yesterday?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
321,experiment,pain,Louis went swimming,stim,,yes,3615,41,M,William,Is Cynthia pained that Louis went swimming?,[],21,Yes,,2,1,Male,Mandarin,Chrome,Windows,1440,2560,3.93035,
253,experiment,,,,,561e760fed6e5a000dc7e7ba,0,1,,,,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,,,,Margaret,margaret,0,2,,,bot_check,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,offend,Valerie booked the venue,stim,,yes,5345,9,F,Karen,Is Scott offended that Valerie booked the venue?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,express,Natasha got a promotion,stim,,yes,5854,10,F,Michelle,Did Ray express that Natasha got a promotion?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,weep,Danielle painted her room,stim,,yes,191,11,M,Paul,Did Noah weep that Danielle painted her room?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,write,Dylan argued with his parents,stim,,yes,311,12,F,Linda,Did Cynthia write that Dylan argued with his parents?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,celebrate,Emilia looked after the kids,stim,,yes,44,13,F,Kimberly,Did Manuel celebrate that Emilia looked after the kids?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,resent,Sophia got a tattoo,stim,,yes,209,14,M,George,Did Alan resent that Sophia got a tattoo?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,,Todd played football in high school,control,,yes,15,15,M,Christopher,Did Todd play football in high school?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,,Mary's aunt is sick,control,,no,269,16,F,Betty,Is Mary's aunt sick?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,bet,Jackson ran 10 miles,stim,,yes,345,17,F,Sarah,Did Amanda bet that Jackson ran 10 miles?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,think,Danny ate the last cupcake,stim,,yes,259,18,F,Margaret,Did Shirley think that Danny ate the last cupcake?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,tweet,Mia drank 2 cocktails last night,stim,,yes,255,19,F,Nancy,Did Tim tweet that Mia drank 2 cocktails last night?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,compute,Lucas bought new shoes,stim,,yes,329,20,M,Richard,Did Ruth compute that Lucas bought new shoes?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,pray,Julian cleaned his room,stim,,no,324,21,F,Dorothy,Did Regina pray that Julian cleaned his room?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,dictate,Josie went on vacation to France,stim,,no,372,22,M,Robert,Did Andrew dictate that Josie went on vacation to France?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,distress,Frank got a cat,stim,,no,351,23,M,Mark,Is Nicole distressed that Frank got a cat?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,trouble,Jon went out for dinner,stim,,yes,208,24,M,William,Is Kaitlin troubled that Jon went out for dinner?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,,Madison had a baby,control,,yes,415,25,F,Elizabeth,Did Madison have a baby?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,,Hendrick's car was expensive,control,,no,395,26,M,James,Was Hendrick's car expensive?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,excite,Zoe calculated the tip,stim,,no,307,27,F,Susan,Is Jerry excited that Zoe calculated the tip?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,insult,Jayden rented a car,stim,,yes,397,28,M,Thomas,Is Rebecca insulted that Jayden rented a car?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,fantasize,Charley spilled the wine,stim,,no,250,29,F,Ashley,Did Laura fantasize that Charley spilled the wine?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,pain,Mary planted a tree,stim,,yes,355,30,M,Kenneth,Is Ben pained that Mary planted a tree?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,shout,Owen shoveled snow last winter,stim,,yes,447,31,F,Lisa,Did Stephanie shout that Owen shoveled snow last winter?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,alarm,Connor fell from a tree,stim,,yes,343,32,M,David,Is Catherine alarmed that Connor fell from a tree?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,anticipate,Josh learned to ride a bike yesterday,stim,,no,379,33,M,Steven,Did Heather anticipate that Josh learned to ride a bike yesterday?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,elaborate,Emma studied on Saturday morning,stim,,yes,373,34,M,Matthew,Did Colby elaborate that Emma studied on Saturday morning?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,scream,Grace visited her sister,stim,,no,287,35,F,Carol,Did Brian scream that Grace visited her sister?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,irritate,Molly attended a conference last week,stim,,yes,512,36,F,Donna,Is Justin irritated that Molly attended a conference last week?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,,Vanessa is good at math,control,,no,45,37,F,Sandra,Is Vanessa good at math?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,,Zack is coming to the meeting tomorrow,control,,yes,41,38,F,Jessica,Is Zack coming to the meeting tomorrow?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,joke,Fred missed the train,stim,,yes,31,39,F,Helen,Did Kathleen joke that Fred missed the train?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,simulate,Courtney woke up early yesterday,stim,,no,198,40,F,Jennifer,Did Francisco simulate that Courtney woke up early yesterday?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
253,experiment,charm,Jason made a cake,stim,,no,363,41,M,Logan,Is Brenda charmed that Jason made a cake?,[],25,Yes,,1,2,Male,spanish,Chrome,Windows,768,1366,1.9728,
250,experiment,,,,,5ef6a78efb4a76195f7baa6d,0,1,,,,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,,,,Linda,Linda,0,2,,,bot_check,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,envision,Jon went out for dinner,stim,,no,5911,9,F,Kimberly,Did Kaitlin envision that Jon went out for dinner?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,,Zack is coming to the meeting tomorrow,control,,no,3598,10,F,Margaret,Is Zack coming to the meeting tomorrow?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,charm,Olivia left her job,stim,,yes,4648,11,F,Sandra,Is Scott charmed that Olivia left her job?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,resent,Josie went on vacation to France,stim,,yes,3240,12,M,George,Did Kevin resent that Josie went on vacation to France?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,express,Danielle painted her room,stim,,no,5017,13,F,Betty,Did Andrew express that Danielle painted her room?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,,Mary's aunt is sick,control,,no,2647,14,F,Michelle,Is Mary's aunt sick?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,joke,Molly attended a conference last week,stim,,no,9016,15,F,Linda,Did Francisco joke that Molly attended a conference last week?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,pain,Zoe calculated the tip,stim,,yes,4808,16,F,Nancy,Is Alan pained that Zoe calculated the tip?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,surprise,Natasha got a promotion,stim,,yes,2792,17,F,Jessica,Is Ray surprised that Natasha got a promotion?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,simulate,Allen went to the museum,stim,,no,4040,18,M,Kenneth,Did Regina simulate that Allen went to the museum?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,,Vanessa is good at math,control,,no,1800,19,M,Matthew,Is Vanessa good at math?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,think,Owen shoveled snow last winter,stim,,no,5536,20,F,Donna,Did Nicole think that Owen shoveled snow last winter?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,compute,Valerie booked the venue,stim,,no,3640,21,F,Carol,Did Bobby compute that Valerie booked the venue?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,enjoy,Julian cleaned his room,stim,,yes,5616,22,F,Susan,Did Rebecca enjoy that Julian cleaned his room?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,distress,Emma studied on Saturday morning,stim,,yes,4159,23,F,Lisa,Is Justin distressed that Emma studied on Saturday morning?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,aggravate,Emilia looked after the kids,stim,,yes,2232,24,M,James,Is Tim aggravated that Emilia looked after the kids?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,alarm,Mia drank 2 cocktails last night,stim,,yes,2296,25,M,Logan,Is Colby alarmed that Mia drank 2 cocktails last night?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,write,Emily bought a car yesterday,stim,,no,5431,26,F,Karen,Did Brian write that Emily bought a car yesterday?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,whine,Hannah called her parents,stim,,yes,2328,27,M,William,Did Noah whine that Hannah called her parents?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,tweet,Mary planted a tree,stim,,yes,7847,28,F,Ashley,Did Patrick tweet that Mary planted a tree?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,irritate,Audrey went to a party,stim,,yes,3808,29,F,Elizabeth,Is Ben irritated that Audrey went to a party?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,disgust,Josh learned to ride a bike yesterday,stim,,yes,3208,30,F,Sarah,Is Heather disgusted that Josh learned to ride a bike yesterday?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,offend,Grace visited her sister,stim,,yes,2488,31,M,Paul,Is Dennis offended that Grace visited her sister?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,,Todd played football in high school,control,,no,1824,32,M,Thomas,Did Todd play football in high school?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,anticipate,Courtney woke up early yesterday,stim,,yes,6023,33,M,Robert,Did Eli anticipate that Courtney woke up early yesterday?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,,Hendrick's car was expensive,control,,no,2304,34,M,Christopher,Was Hendrick's car expensive?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,celebrate,Isabella ate a steak on Sunday,stim,,yes,5183,35,F,Dorothy,Did Jerry celebrate that Isabella ate a steak on Sunday?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,require,Tony had a drink last night,stim,,yes,6105,36,M,David,Did Brenda require that Tony had a drink last night?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,,Madison had a baby,control,,no,1344,37,M,Steven,Did Madison have a baby?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,retract,Danny ate the last cupcake,stim,,no,4567,38,M,Mark,Did Cynthia retract that Danny ate the last cupcake?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,shout,Dylan argued with his parents,stim,,no,6736,39,F,Helen,Did Shirley shout that Dylan argued with his parents?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,embarrass,Jayden rented a car,stim,,yes,3480,40,M,Richard,Is Sharon embarrassed that Jayden rented a car?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
250,experiment,amuse,Sophia got a tattoo,stim,,yes,3240,41,F,Jennifer,Is Manuel amused that Sophia got a tattoo?,[],28,Yes,,2,2,Female,English,Chrome,Windows,1080,1920,5.27525,
305,experiment,,,,,5e44709ae4b4a82f7bba7923,0,1,,,,[],54,Yes,I enjoyed the survey,2,2,Female,Englsih,Chrome,Windows,1080,1920,5.514633333333333,
